cc,cct1,:8781.000000
cc,cct2,:4053.000000
cc,ci,:157497.000000
cc,mi,:26378.000000
cc,mi_idx,:391763.000000
cc,mk,:6094315.000000
cc,t,:21.000000
ci,mi,:84590.000000
ci,mi_idx,:1608989.000000
ci,mk,:5274470.000000
ci,n,:493693.000000
ci,t,:179.000000
it1,mi,:642.000000
it2,mi_idx,:12213.000000
k,mk,:236.000000
mi,mi_idx,:210411.000000
mi,mk,:883389.000000
mi,t,:11.000000
mi_idx,mk,:13119842.000000
mi_idx,t,:210.000000
mk,t,:689.000000
cc,cct1,cct2,:4053.000000
cc,cct1,ci,:157497.000000
cc,cct1,mi,:26378.000000
cc,cct1,mi_idx,:391763.000000
cc,cct1,mk,:6094315.000000
cc,cct1,t,:21.000000
cc,cct2,ci,:28672.000000
cc,cct2,mi,:4802.000000
cc,cct2,mi_idx,:71319.000000
cc,cct2,mk,:1109452.000000
cc,cct2,t,:4.000000
cc,ci,mi,:8397.000000
cc,ci,mi_idx,:159725.000000
cc,ci,mk,:523598.000000
cc,ci,n,:49009.000000
cc,ci,t,:18.000000
cc,it1,mi,:121.000000
cc,mi,mi_idx,:39618.000000
cc,mi,mk,:166333.000000
cc,mi,t,:2.000000
cc,it2,mi_idx,:2536.000000
cc,mi_idx,mk,:2724665.000000
cc,mi_idx,t,:44.000000
cc,k,mk,:113.000000
cc,mk,t,:331.000000
ci,it1,mi,:356.000000
ci,mi,mi_idx,:116569.000000
ci,mi,mk,:489405.000000
ci,mi,n,:16869.000000
ci,mi,t,:6.000000
ci,it2,mi_idx,:8857.000000
ci,mi_idx,mk,:9515143.000000
ci,mi_idx,n,:420031.000000
ci,mi_idx,t,:152.000000
ci,k,mk,:137.000000
ci,mk,n,:1099200.000000
ci,mk,t,:399.000000
ci,n,t,:85.000000
it1,mi,mi_idx,:209555.000000
it1,mi,mk,:879797.000000
it1,mi,t,:11.000000
it2,mi,mi_idx,:70124.000000
it2,mi_idx,mk,:4372457.000000
it2,mi_idx,t,:70.000000
k,mi,mk,:14980.000000
k,mi_idx,mk,:222478.000000
k,mk,t,:12.000000
mi,mi_idx,mk,:1457477.000000
mi,mi_idx,t,:18.000000
mi,mk,t,:155.000000
mi_idx,mk,t,:1587.000000
cc,cct2,ci,it2,mi_idx,mk,t,:101.000000
cc,cct2,ci,it2,mi_idx,n,t,:1.000000
cc,cct2,ci,k,mi_idx,mk,n,:14092.000000
cc,cct2,ci,k,mi_idx,mk,t,:5.000000
cc,cct2,ci,mi_idx,mk,n,t,:201.000000
cc,cct2,ci,k,mk,n,t,:1.000000
cc,cct2,it1,it2,mi,mi_idx,mk,:60136.000000
cc,cct2,it1,it2,mi,mi_idx,t,:1.000000
cc,cct2,it1,k,mi,mi_idx,mk,:53.000000
cc,cct2,it1,mi,mi_idx,mk,t,:154.000000
cc,cct2,it1,k,mi,mk,t,:1.000000
cc,cct2,it2,k,mi,mi_idx,mk,:22.000000
cc,cct2,it2,mi,mi_idx,mk,t,:65.000000
cc,cct2,k,mi,mi_idx,mk,t,:5.000000
cc,cct2,it2,k,mi_idx,mk,t,:2.000000
cc,ci,it1,it2,mi,mi_idx,mk,:100986.000000
cc,ci,it1,it2,mi,mi_idx,n,:3481.000000
cc,ci,it1,it2,mi,mi_idx,t,:1.000000
cc,ci,it1,k,mi,mi_idx,mk,:73.000000
cc,ci,it1,mi,mi_idx,mk,n,:584759.000000
cc,ci,it1,mi,mi_idx,mk,t,:212.000000
cc,ci,it1,mi,mi_idx,n,t,:2.000000
cc,ci,it1,k,mi,mk,n,:5666.000000
cc,ci,it1,k,mi,mk,t,:2.000000
cc,ci,it1,mi,mk,n,t,:46.000000
cc,ci,it2,k,mi,mi_idx,mk,:27.000000
cc,ci,it2,mi,mi_idx,mk,n,:220295.000000
cc,ci,it2,mi,mi_idx,mk,t,:80.000000
cc,ci,it2,mi,mi_idx,n,t,:1.000000
cc,ci,k,mi,mi_idx,mk,n,:19167.000000
cc,ci,k,mi,mi_idx,mk,t,:7.000000
cc,ci,mi,mi_idx,mk,n,t,:164.000000
cc,ci,k,mi,mk,n,t,:2.000000
cc,ci,it2,k,mi_idx,mk,n,:10255.000000
cc,ci,it2,k,mi_idx,mk,t,:4.000000
cc,ci,it2,mi_idx,mk,n,t,:138.000000
cc,ci,k,mi_idx,mk,n,t,:7.000000
cc,it1,it2,k,mi,mi_idx,mk,:32.000000
cc,it1,it2,mi,mi_idx,mk,t,:95.000000
cc,it1,k,mi,mi_idx,mk,t,:8.000000
cc,it2,k,mi,mi_idx,mk,t,:3.000000
ci,it1,it2,k,mi,mi_idx,mk,:33.000000
ci,it1,it2,mi,mi_idx,mk,n,:262760.000000
ci,it1,it2,mi,mi_idx,mk,t,:95.000000
ci,it1,it2,mi,mi_idx,n,t,:2.000000
ci,it1,k,mi,mi_idx,mk,n,:26766.000000
ci,it1,k,mi,mi_idx,mk,t,:10.000000
ci,it1,mi,mi_idx,mk,n,t,:180.000000
ci,it1,k,mi,mk,n,t,:2.000000
ci,it2,k,mi,mi_idx,mk,n,:9430.000000
ci,it2,k,mi,mi_idx,mk,t,:3.000000
ci,it2,mi,mi_idx,mk,n,t,:65.000000
ci,k,mi,mi_idx,mk,n,t,:6.000000
ci,it2,k,mi_idx,mk,n,t,:3.000000
it1,it2,k,mi,mi_idx,mk,t,:5.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,:91.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,mk,:125009.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,n,:4309.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,t,:2.000000
cc,cct1,cct2,ci,it1,k,mi,mk,:13.000000
cc,cct1,cct2,ci,it1,mi,mk,n,:100752.000000
cc,cct1,cct2,ci,it1,mi,mk,t,:37.000000
cc,cct1,cct2,ci,it1,mi,n,t,:1.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,mk,:47887.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,n,:1651.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,t,:1.000000
cc,cct1,cct2,ci,k,mi,mi_idx,mk,:46.000000
cc,cct1,cct2,ci,mi,mi_idx,mk,n,:371442.000000
cc,cct1,cct2,ci,mi,mi_idx,mk,t,:135.000000
cc,cct1,cct2,ci,mi,mi_idx,n,t,:1.000000
cc,cct1,cct2,ci,k,mi,mk,n,:3264.000000
cc,cct1,cct2,ci,k,mi,mk,t,:1.000000
cc,cct1,cct2,ci,mi,mk,n,t,:31.000000
cc,cct1,cct2,ci,it2,k,mi_idx,mk,:35.000000
cc,cct1,cct2,ci,it2,mi_idx,mk,n,:278772.000000
cc,cct1,cct2,ci,it2,mi_idx,mk,t,:101.000000
cc,cct1,cct2,ci,it2,mi_idx,n,t,:1.000000
cc,cct1,cct2,ci,k,mi_idx,mk,n,:14092.000000
cc,cct1,cct2,ci,k,mi_idx,mk,t,:5.000000
cc,cct1,cct2,ci,mi_idx,mk,n,t,:201.000000
cc,cct1,cct2,ci,k,mk,n,t,:1.000000
cc,cct1,cct2,it1,it2,mi,mi_idx,mk,:60136.000000
cc,cct1,cct2,it1,it2,mi,mi_idx,t,:1.000000
cc,cct1,cct2,it1,k,mi,mi_idx,mk,:53.000000
cc,cct1,cct2,it1,mi,mi_idx,mk,t,:154.000000
cc,cct1,cct2,it1,k,mi,mk,t,:1.000000
cc,cct1,cct2,it2,k,mi,mi_idx,mk,:22.000000
cc,cct1,cct2,it2,mi,mi_idx,mk,t,:65.000000
cc,cct1,cct2,k,mi,mi_idx,mk,t,:5.000000
cc,cct1,cct2,it2,k,mi_idx,mk,t,:2.000000
cc,cct1,ci,it1,it2,mi,mi_idx,mk,:100986.000000
cc,cct1,ci,it1,it2,mi,mi_idx,n,:3481.000000
cc,cct1,ci,it1,it2,mi,mi_idx,t,:1.000000
cc,cct1,ci,it1,k,mi,mi_idx,mk,:73.000000
cc,cct1,ci,it1,mi,mi_idx,mk,n,:584759.000000
cc,cct1,ci,it1,mi,mi_idx,mk,t,:212.000000
cc,cct1,ci,it1,mi,mi_idx,n,t,:2.000000
cc,cct1,ci,it1,k,mi,mk,n,:5666.000000
cc,cct1,ci,it1,k,mi,mk,t,:2.000000
cc,cct1,ci,it1,mi,mk,n,t,:46.000000
cc,cct1,ci,it2,k,mi,mi_idx,mk,:27.000000
cc,cct1,ci,it2,mi,mi_idx,mk,n,:220295.000000
cc,cct1,ci,it2,mi,mi_idx,mk,t,:80.000000
cc,cct1,ci,it2,mi,mi_idx,n,t,:1.000000
cc,cct1,ci,k,mi,mi_idx,mk,n,:19167.000000
cc,cct1,ci,k,mi,mi_idx,mk,t,:7.000000
cc,cct1,ci,mi,mi_idx,mk,n,t,:164.000000
cc,cct1,ci,k,mi,mk,n,t,:2.000000
cc,cct1,ci,it2,k,mi_idx,mk,n,:10255.000000
cc,cct1,ci,it2,k,mi_idx,mk,t,:4.000000
cc,cct1,ci,it2,mi_idx,mk,n,t,:138.000000
cc,cct1,ci,k,mi_idx,mk,n,t,:7.000000
cc,cct1,it1,it2,k,mi,mi_idx,mk,:32.000000
cc,cct1,it1,it2,mi,mi_idx,mk,t,:95.000000
cc,cct1,it1,k,mi,mi_idx,mk,t,:8.000000
cc,cct1,it2,k,mi,mi_idx,mk,t,:3.000000
cc,cct2,ci,it1,it2,mi,mi_idx,mk,:41507.000000
cc,cct2,ci,it1,it2,mi,mi_idx,n,:1431.000000
cc,cct2,ci,it1,it2,mi,mi_idx,t,:1.000000
cc,cct2,ci,it1,k,mi,mi_idx,mk,:38.000000
cc,cct2,ci,it1,mi,mi_idx,mk,n,:305285.000000
cc,cct2,ci,it1,mi,mi_idx,mk,t,:111.000000
cc,cct2,ci,it1,mi,mi_idx,n,t,:1.000000
cc,cct2,ci,it1,k,mi,mk,n,:2723.000000
cc,cct2,ci,it1,k,mi,mk,t,:1.000000
cc,cct2,ci,it1,mi,mk,n,t,:25.000000
cc,cct2,ci,it2,k,mi,mi_idx,mk,:15.000000
cc,cct2,ci,it2,mi,mi_idx,mk,n,:122032.000000
cc,cct2,ci,it2,mi,mi_idx,mk,t,:44.000000
cc,cct2,ci,it2,mi,mi_idx,n,t,:1.000000
cc,cct2,ci,k,mi,mi_idx,mk,n,:9916.000000
cc,cct2,ci,k,mi,mi_idx,mk,t,:4.000000
cc,cct2,ci,mi,mi_idx,mk,n,t,:95.000000
cc,cct2,ci,k,mi,mk,n,t,:1.000000
cc,cct2,ci,it2,k,mi_idx,mk,n,:4617.000000
cc,cct2,ci,it2,k,mi_idx,mk,t,:2.000000
cc,cct2,ci,it2,mi_idx,mk,n,t,:65.000000
cc,cct2,ci,k,mi_idx,mk,n,t,:3.000000
cc,cct2,it1,it2,k,mi,mi_idx,mk,:17.000000
cc,cct2,it1,it2,mi,mi_idx,mk,t,:50.000000
cc,cct2,it1,k,mi,mi_idx,mk,t,:4.000000
cc,cct2,it2,k,mi,mi_idx,mk,t,:2.000000
cc,ci,it1,it2,k,mi,mi_idx,mk,:24.000000
cc,ci,it1,it2,mi,mi_idx,mk,n,:193504.000000
cc,ci,it1,it2,mi,mi_idx,mk,t,:70.000000
cc,ci,it1,it2,mi,mi_idx,n,t,:1.000000
cc,ci,it1,k,mi,mi_idx,mk,n,:17006.000000
cc,ci,it1,k,mi,mi_idx,mk,t,:6.000000
cc,ci,it1,mi,mi_idx,mk,n,t,:140.000000
cc,ci,it1,k,mi,mk,n,t,:1.000000
cc,ci,it2,k,mi,mi_idx,mk,n,:6341.000000
cc,ci,it2,k,mi,mi_idx,mk,t,:2.000000
cc,ci,it2,mi,mi_idx,mk,n,t,:54.000000
cc,ci,k,mi,mi_idx,mk,n,t,:5.000000
cc,ci,it2,k,mi_idx,mk,n,t,:2.000000
cc,it1,it2,k,mi,mi_idx,mk,t,:3.000000
ci,it1,it2,k,mi,mi_idx,mk,n,:8901.000000
ci,it1,it2,k,mi,mi_idx,mk,t,:3.000000
ci,it1,it2,mi,mi_idx,mk,n,t,:60.000000
ci,it1,k,mi,mi_idx,mk,n,t,:6.000000
ci,it2,k,mi,mi_idx,mk,n,t,:2.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,mk,:41507.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,n,:1431.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,t,:1.000000
cc,cct1,cct2,ci,it1,k,mi,mi_idx,mk,:38.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,mk,n,:305285.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,mk,t,:111.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,n,t,:1.000000
cc,cct1,cct2,ci,it1,k,mi,mk,n,:2723.000000
cc,cct1,cct2,ci,it1,k,mi,mk,t,:1.000000
cc,cct1,cct2,ci,it1,mi,mk,n,t,:25.000000
cc,cct1,cct2,ci,it2,k,mi,mi_idx,mk,:15.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,mk,n,:122032.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,mk,t,:44.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,n,t,:1.000000
cc,cct1,cct2,ci,k,mi,mi_idx,mk,n,:9916.000000
cc,cct1,cct2,ci,k,mi,mi_idx,mk,t,:4.000000
cc,cct1,cct2,ci,mi,mi_idx,mk,n,t,:95.000000
cc,cct1,cct2,ci,k,mi,mk,n,t,:1.000000
cc,cct1,cct2,ci,it2,k,mi_idx,mk,n,:4617.000000
cc,cct1,cct2,ci,it2,k,mi_idx,mk,t,:2.000000
cc,cct1,cct2,ci,it2,mi_idx,mk,n,t,:65.000000
cc,cct1,cct2,ci,k,mi_idx,mk,n,t,:3.000000
cc,cct1,cct2,it1,it2,k,mi,mi_idx,mk,:17.000000
cc,cct1,cct2,it1,it2,mi,mi_idx,mk,t,:50.000000
cc,cct1,cct2,it1,k,mi,mi_idx,mk,t,:4.000000
cc,cct1,cct2,it2,k,mi,mi_idx,mk,t,:2.000000
cc,cct1,ci,it1,it2,k,mi,mi_idx,mk,:24.000000
cc,cct1,ci,it1,it2,mi,mi_idx,mk,n,:193504.000000
cc,cct1,ci,it1,it2,mi,mi_idx,mk,t,:70.000000
cc,cct1,ci,it1,it2,mi,mi_idx,n,t,:1.000000
cc,cct1,ci,it1,k,mi,mi_idx,mk,n,:17006.000000
cc,cct1,ci,it1,k,mi,mi_idx,mk,t,:6.000000
cc,cct1,ci,it1,mi,mi_idx,mk,n,t,:140.000000
cc,cct1,ci,it1,k,mi,mk,n,t,:1.000000
cc,cct1,ci,it2,k,mi,mi_idx,mk,n,:6341.000000
cc,cct1,ci,it2,k,mi,mi_idx,mk,t,:2.000000
cc,cct1,ci,it2,mi,mi_idx,mk,n,t,:54.000000
cc,cct1,ci,k,mi,mi_idx,mk,n,t,:5.000000
cc,cct1,ci,it2,k,mi_idx,mk,n,t,:2.000000
cc,cct1,it1,it2,k,mi,mi_idx,mk,t,:3.000000
cc,cct2,ci,it1,it2,k,mi,mi_idx,mk,:13.000000
cc,cct2,ci,it1,it2,mi,mi_idx,mk,n,:100752.000000
cc,cct2,ci,it1,it2,mi,mi_idx,mk,t,:37.000000
cc,cct2,ci,it1,it2,mi,mi_idx,n,t,:1.000000
cc,cct2,ci,it1,k,mi,mi_idx,mk,n,:8235.000000
cc,cct2,ci,it1,k,mi,mi_idx,mk,t,:3.000000
cc,cct2,ci,it1,mi,mi_idx,mk,n,t,:76.000000
cc,cct2,ci,it1,k,mi,mk,n,t,:1.000000
cc,cct2,ci,it2,k,mi,mi_idx,mk,n,:3264.000000
cc,cct2,ci,it2,k,mi,mi_idx,mk,t,:1.000000
cc,cct2,ci,it2,mi,mi_idx,mk,n,t,:31.000000
cc,cct2,ci,k,mi,mi_idx,mk,n,t,:3.000000
cc,cct2,ci,it2,k,mi_idx,mk,n,t,:1.000000
cc,cct2,it1,it2,k,mi,mi_idx,mk,t,:1.000000
cc,ci,it1,it2,k,mi,mi_idx,mk,n,:5639.000000
cc,ci,it1,it2,k,mi,mi_idx,mk,t,:2.000000
cc,ci,it1,it2,mi,mi_idx,mk,n,t,:46.000000
cc,ci,it1,k,mi,mi_idx,mk,n,t,:4.000000
cc,ci,it2,k,mi,mi_idx,mk,n,t,:2.000000
ci,it1,it2,k,mi,mi_idx,mk,n,t,:2.000000
cc,cct1,cct2,ci,it1,it2,k,mi,mi_idx,mk,:13.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,mk,n,:100752.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,mk,t,:37.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,n,t,:1.000000
cc,cct1,cct2,ci,it1,k,mi,mi_idx,mk,n,:8235.000000
cc,cct1,cct2,ci,it1,k,mi,mi_idx,mk,t,:3.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,mk,n,t,:76.000000
cc,cct1,cct2,ci,it1,k,mi,mk,n,t,:1.000000
cc,cct1,cct2,ci,it2,k,mi,mi_idx,mk,n,:3264.000000
cc,cct1,cct2,ci,it2,k,mi,mi_idx,mk,t,:1.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,mk,n,t,:31.000000
cc,cct1,cct2,ci,k,mi,mi_idx,mk,n,t,:3.000000
cc,cct1,cct2,ci,it2,k,mi_idx,mk,n,t,:1.000000
cc,cct1,cct2,it1,it2,k,mi,mi_idx,mk,t,:1.000000
cc,cct1,ci,it1,it2,k,mi,mi_idx,mk,n,:5639.000000
cc,cct1,ci,it1,it2,k,mi,mi_idx,mk,t,:2.000000
cc,cct1,ci,it1,it2,mi,mi_idx,mk,n,t,:46.000000
cc,cct1,ci,it1,k,mi,mi_idx,mk,n,t,:4.000000
cc,cct1,ci,it2,k,mi,mi_idx,mk,n,t,:2.000000
cc,cct2,ci,it1,it2,k,mi,mi_idx,mk,n,:2723.000000
cc,cct2,ci,it1,it2,k,mi,mi_idx,mk,t,:1.000000
cc,cct2,ci,it1,it2,mi,mi_idx,mk,n,t,:25.000000
cc,cct2,ci,it1,k,mi,mi_idx,mk,n,t,:2.000000
cc,cct2,ci,it2,k,mi,mi_idx,mk,n,t,:1.000000
cc,ci,it1,it2,k,mi,mi_idx,mk,n,t,:1.000000
cc,cct1,cct2,ci,it1,it2,k,mi,mi_idx,mk,n,:2723.000000
cc,cct1,cct2,ci,it1,it2,k,mi,mi_idx,mk,t,:1.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,mk,n,t,:25.000000
cc,cct1,cct2,ci,it1,k,mi,mi_idx,mk,n,t,:2.000000
cc,cct1,cct2,ci,it2,k,mi,mi_idx,mk,n,t,:1.000000
cc,cct1,ci,it1,it2,k,mi,mi_idx,mk,n,t,:1.000000
cc,cct2,ci,it1,it2,k,mi,mi_idx,mk,n,t,:1.000000
cc,cct1,cct2,ci,it1,it2,k,mi,mi_idx,mk,n,t,:1.000000
