cc,cct1,:4053.000000
cc,cct2,:4053.000000
cc,ci,:157497.000000
cc,mi,:65285.000000
cc,mi_idx,:391763.000000
cc,mk,:6094315.000000
cc,t,:135086.000000
ci,mi,:209354.000000
ci,mi_idx,:1608989.000000
ci,mk,:5274470.000000
ci,n,:493693.000000
ci,t,:1176394.000000
it1,mi,:1589.000000
it2,mi_idx,:12213.000000
k,mk,:236.000000
mi,mi_idx,:520753.000000
mi,mk,:2186332.000000
mi,t,:179564.000000
mi_idx,mk,:13119842.000000
mi_idx,t,:1380035.000000
mk,t,:4523930.000000
cc,cct1,cct2,:2578.000000
cc,cct1,ci,:100199.000000
cc,cct1,mi,:41534.000000
cc,cct1,mi_idx,:249237.000000
cc,cct1,mk,:3877171.000000
cc,cct1,t,:85941.000000
cc,cct2,ci,:28672.000000
cc,cct2,mi,:11885.000000
cc,cct2,mi_idx,:71319.000000
cc,cct2,mk,:1109452.000000
cc,cct2,t,:24592.000000
cc,ci,mi,:20783.000000
cc,ci,mi_idx,:159725.000000
cc,ci,mk,:523598.000000
cc,ci,n,:49009.000000
cc,ci,t,:116781.000000
cc,it1,mi,:329.000000
cc,mi,mi_idx,:107771.000000
cc,mi,mk,:452464.000000
cc,mi,t,:37161.000000
cc,it2,mi_idx,:2536.000000
cc,mi_idx,mk,:2724665.000000
cc,mi_idx,t,:286599.000000
cc,k,mk,:113.000000
cc,mk,t,:2171367.000000
ci,it1,mi,:841.000000
ci,mi,mi_idx,:275741.000000
ci,mi,mk,:1157673.000000
ci,mi,n,:39902.000000
ci,mi,t,:95080.000000
ci,it2,mi_idx,:8857.000000
ci,mi_idx,mk,:9515143.000000
ci,mi_idx,n,:420031.000000
ci,mi_idx,t,:1000868.000000
ci,k,mk,:137.000000
ci,mk,n,:1099200.000000
ci,mk,t,:2619220.000000
ci,n,t,:558518.000000
it1,mi,mi_idx,:541141.000000
it1,mi,mk,:2271927.000000
it1,mi,t,:186594.000000
it2,mi,mi_idx,:173552.000000
it2,mi_idx,mk,:4372457.000000
it2,mi_idx,t,:459925.000000
k,mi,mk,:37074.000000
k,mi_idx,mk,:222478.000000
k,mk,t,:76714.000000
mi,mi_idx,mk,:3836893.000000
mi,mi_idx,t,:315125.000000
mi,mk,t,:2615599.000000
mi_idx,mk,t,:10424626.000000
cc,cct2,ci,it2,mi,mi_idx,n,:4565.000000
cc,cct2,ci,it2,mi,mi_idx,t,:10878.000000
cc,cct2,ci,k,mi,mi_idx,mk,:133.000000
cc,cct2,ci,mi,mi_idx,mk,n,:1071860.000000
cc,cct2,ci,mi,mi_idx,mk,t,:2554074.000000
cc,cct2,ci,mi,mi_idx,n,t,:20947.000000
cc,cct2,ci,k,mi,mk,n,:7863.000000
cc,cct2,ci,k,mi,mk,t,:18737.000000
cc,cct2,ci,mi,mk,n,t,:589161.000000
cc,cct2,ci,it2,k,mi_idx,mk,:35.000000
cc,cct2,ci,it2,mi_idx,mk,n,:278772.000000
cc,cct2,ci,it2,mi_idx,mk,t,:664271.000000
cc,cct2,ci,it2,mi_idx,n,t,:8246.000000
cc,cct2,ci,k,mi_idx,mk,n,:14092.000000
cc,cct2,ci,k,mi_idx,mk,t,:33580.000000
cc,cct2,ci,mi_idx,mk,n,t,:1321193.000000
cc,cct2,ci,k,mk,n,t,:7169.000000
cc,cct2,it1,it2,mi,mi_idx,mk,:161207.000000
cc,cct2,it1,it2,mi,mi_idx,t,:13240.000000
cc,cct2,it1,k,mi,mi_idx,mk,:136.000000
cc,cct2,it1,mi,mi_idx,mk,t,:2599516.000000
cc,cct2,it1,k,mi,mk,t,:18554.000000
cc,cct2,it2,k,mi,mi_idx,mk,:59.000000
cc,cct2,it2,mi,mi_idx,mk,t,:1128025.000000
cc,cct2,k,mi,mi_idx,mk,t,:72911.000000
cc,cct2,it2,k,mi_idx,mk,t,:16283.000000
cc,ci,it1,it2,mi,mi_idx,mk,:266175.000000
cc,ci,it1,it2,mi,mi_idx,n,:9174.000000
cc,ci,it1,it2,mi,mi_idx,t,:21861.000000
cc,ci,it1,k,mi,mi_idx,mk,:186.000000
cc,ci,it1,mi,mi_idx,mk,n,:1492231.000000
cc,ci,it1,mi,mi_idx,mk,t,:3555753.000000
cc,ci,it1,mi,mi_idx,n,t,:37080.000000
cc,ci,it1,k,mi,mk,n,:12256.000000
cc,ci,it1,k,mi,mk,t,:29203.000000
cc,ci,it1,mi,mk,n,t,:773285.000000
cc,ci,it2,k,mi,mi_idx,mk,:74.000000
cc,ci,it2,mi,mi_idx,mk,n,:599066.000000
cc,ci,it2,mi,mi_idx,mk,t,:1427481.000000
cc,ci,it2,mi,mi_idx,n,t,:14169.000000
cc,ci,k,mi,mi_idx,mk,n,:43968.000000
cc,ci,k,mi,mi_idx,mk,t,:104769.000000
cc,ci,mi,mi_idx,mk,n,t,:3010572.000000
cc,ci,k,mi,mk,n,t,:23029.000000
cc,ci,it2,k,mi_idx,mk,n,:10255.000000
cc,ci,it2,k,mi_idx,mk,t,:24437.000000
cc,ci,it2,mi_idx,mk,n,t,:907203.000000
cc,ci,k,mi_idx,mk,n,t,:45734.000000
cc,it1,it2,k,mi,mi_idx,mk,:83.000000
cc,it1,it2,mi,mi_idx,mk,t,:1595154.000000
cc,it1,k,mi,mi_idx,mk,t,:114197.000000
cc,it2,k,mi,mi_idx,mk,t,:44000.000000
ci,it1,it2,k,mi,mi_idx,mk,:79.000000
ci,it1,it2,mi,mi_idx,mk,n,:635827.000000
ci,it1,it2,mi,mi_idx,mk,t,:1515077.000000
ci,it1,it2,mi,mi_idx,n,t,:28073.000000
ci,it1,k,mi,mi_idx,mk,n,:54219.000000
ci,it1,k,mi,mi_idx,mk,t,:129195.000000
ci,it1,mi,mi_idx,mk,n,t,:2850661.000000
ci,it1,k,mi,mk,n,t,:27255.000000
ci,it2,k,mi,mi_idx,mk,n,:19601.000000
ci,it2,k,mi,mi_idx,mk,t,:46705.000000
ci,it2,mi,mi_idx,mk,n,t,:1079027.000000
ci,k,mi,mi_idx,mk,n,t,:87882.000000
ci,it2,k,mi_idx,mk,n,t,:22670.000000
it1,it2,k,mi,mi_idx,mk,t,:63386.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,:193.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,mk,:265931.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,n,:9166.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,t,:21841.000000
cc,cct1,cct2,ci,it1,k,mi,mk,:26.000000
cc,cct1,cct2,ci,it1,mi,mk,n,:207119.000000
cc,cct1,cct2,ci,it1,mi,mk,t,:493531.000000
cc,cct1,cct2,ci,it1,mi,n,t,:4386.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,mk,:106575.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,n,:3673.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,t,:8753.000000
cc,cct1,cct2,ci,k,mi,mi_idx,mk,:104.000000
cc,cct1,cct2,ci,mi,mi_idx,mk,n,:834808.000000
cc,cct1,cct2,ci,mi,mi_idx,mk,t,:1989217.000000
cc,cct1,cct2,ci,mi,mi_idx,n,t,:16763.000000
cc,cct1,cct2,ci,k,mi,mk,n,:6334.000000
cc,cct1,cct2,ci,k,mi,mk,t,:15094.000000
cc,cct1,cct2,ci,mi,mk,n,t,:461030.000000
cc,cct1,cct2,ci,it2,k,mi_idx,mk,:27.000000
cc,cct1,cct2,ci,it2,mi_idx,mk,n,:213166.000000
cc,cct1,cct2,ci,it2,mi_idx,mk,t,:507942.000000
cc,cct1,cct2,ci,it2,mi_idx,n,t,:6239.000000
cc,cct1,cct2,ci,k,mi_idx,mk,n,:11241.000000
cc,cct1,cct2,ci,k,mi_idx,mk,t,:26786.000000
cc,cct1,cct2,ci,mi_idx,mk,n,t,:1016099.000000
cc,cct1,cct2,ci,k,mk,n,t,:5781.000000
cc,cct1,cct2,it1,it2,mi,mi_idx,mk,:125301.000000
cc,cct1,cct2,it1,it2,mi,mi_idx,t,:10291.000000
cc,cct1,cct2,it1,k,mi,mi_idx,mk,:102.000000
cc,cct1,cct2,it1,mi,mi_idx,mk,t,:1961561.000000
cc,cct1,cct2,it1,k,mi,mk,t,:14666.000000
cc,cct1,cct2,it2,k,mi,mi_idx,mk,:44.000000
cc,cct1,cct2,it2,mi,mi_idx,mk,t,:837567.000000
cc,cct1,cct2,k,mi,mi_idx,mk,t,:56042.000000
cc,cct1,cct2,it2,k,mi_idx,mk,t,:12476.000000
cc,cct1,ci,it1,it2,mi,mi_idx,mk,:195628.000000
cc,cct1,ci,it1,it2,mi,mi_idx,n,:6743.000000
cc,cct1,ci,it1,it2,mi,mi_idx,t,:16067.000000
cc,cct1,ci,it1,k,mi,mi_idx,mk,:137.000000
cc,cct1,ci,it1,mi,mi_idx,mk,n,:1098487.000000
cc,cct1,ci,it1,mi,mi_idx,mk,t,:2617523.000000
cc,cct1,ci,it1,mi,mi_idx,n,t,:27346.000000
cc,cct1,ci,it1,k,mi,mk,n,:9194.000000
cc,cct1,ci,it1,k,mi,mk,t,:21907.000000
cc,cct1,ci,it1,mi,mk,n,t,:573096.000000
cc,cct1,ci,it2,k,mi,mi_idx,mk,:54.000000
cc,cct1,ci,it2,mi,mi_idx,mk,n,:433257.000000
cc,cct1,ci,it2,mi,mi_idx,mk,t,:1032383.000000
cc,cct1,ci,it2,mi,mi_idx,n,t,:10330.000000
cc,cct1,ci,k,mi,mi_idx,mk,n,:32325.000000
cc,cct1,ci,k,mi,mi_idx,mk,t,:77025.000000
cc,cct1,ci,mi,mi_idx,mk,n,t,:2154975.000000
cc,cct1,ci,k,mi,mk,n,t,:16868.000000
cc,cct1,ci,it2,k,mi_idx,mk,n,:7412.000000
cc,cct1,ci,it2,k,mi_idx,mk,t,:17661.000000
cc,cct1,ci,it2,mi_idx,mk,n,t,:621789.000000
cc,cct1,ci,k,mi_idx,mk,n,t,:32975.000000
cc,cct1,it1,it2,k,mi,mi_idx,mk,:59.000000
cc,cct1,it1,it2,mi,mi_idx,mk,t,:1122691.000000
cc,cct1,it1,k,mi,mi_idx,mk,t,:83238.000000
cc,cct1,it2,k,mi,mi_idx,mk,t,:31630.000000
cc,cct2,ci,it1,it2,mi,mi_idx,mk,:108523.000000
cc,cct2,ci,it1,it2,mi,mi_idx,n,:3740.000000
cc,cct2,ci,it1,it2,mi,mi_idx,t,:8913.000000
cc,cct2,ci,it1,k,mi,mi_idx,mk,:98.000000
cc,cct2,ci,it1,mi,mi_idx,mk,n,:787146.000000
cc,cct2,ci,it1,mi,mi_idx,mk,t,:1875645.000000
cc,cct2,ci,it1,mi,mi_idx,n,t,:16211.000000
cc,cct2,ci,it1,k,mi,mk,n,:6048.000000
cc,cct2,ci,it1,k,mi,mk,t,:14412.000000
cc,cct2,ci,it1,mi,mk,n,t,:418745.000000
cc,cct2,ci,it2,k,mi,mi_idx,mk,:43.000000
cc,cct2,ci,it2,mi,mi_idx,mk,n,:347054.000000
cc,cct2,ci,it2,mi,mi_idx,mk,t,:826975.000000
cc,cct2,ci,it2,mi,mi_idx,n,t,:6855.000000
cc,cct2,ci,k,mi,mi_idx,mk,n,:24144.000000
cc,cct2,ci,k,mi,mi_idx,mk,t,:57532.000000
cc,cct2,ci,mi,mi_idx,mk,n,t,:1835519.000000
cc,cct2,ci,k,mi,mk,n,t,:13097.000000
cc,cct2,ci,it2,k,mi_idx,mk,n,:4617.000000
cc,cct2,ci,it2,k,mi_idx,mk,t,:11002.000000
cc,cct2,ci,it2,mi_idx,mk,n,t,:429756.000000
cc,cct2,ci,k,mi_idx,mk,n,t,:22003.000000
cc,cct2,it1,it2,k,mi,mi_idx,mk,:44.000000
cc,cct2,it1,it2,mi,mi_idx,mk,t,:848823.000000
cc,cct2,it1,k,mi,mi_idx,mk,t,:56585.000000
cc,cct2,it2,k,mi,mi_idx,mk,t,:23715.000000
cc,ci,it1,it2,k,mi,mi_idx,mk,:61.000000
cc,ci,it1,it2,mi,mi_idx,mk,n,:490982.000000
cc,ci,it1,it2,mi,mi_idx,mk,t,:1169934.000000
cc,ci,it1,it2,mi,mi_idx,n,t,:12291.000000
cc,ci,it1,k,mi,mi_idx,mk,n,:36942.000000
cc,ci,it1,k,mi,mi_idx,mk,t,:88028.000000
cc,ci,it1,mi,mi_idx,mk,n,t,:2356792.000000
cc,ci,it1,k,mi,mk,n,t,:18892.000000
cc,ci,it2,k,mi,mi_idx,mk,n,:14448.000000
cc,ci,it2,k,mi,mi_idx,mk,t,:34428.000000
cc,ci,it2,mi,mi_idx,mk,n,t,:977109.000000
cc,ci,k,mi,mi_idx,mk,n,t,:70277.000000
cc,ci,it2,k,mi_idx,mk,n,t,:15057.000000
cc,it1,it2,k,mi,mi_idx,mk,t,:37669.000000
ci,it1,it2,k,mi,mi_idx,mk,n,:18004.000000
ci,it1,it2,k,mi,mi_idx,mk,t,:42900.000000
ci,it1,it2,mi,mi_idx,mk,n,t,:941053.000000
ci,it1,k,mi,mi_idx,mk,n,t,:78897.000000
ci,it2,k,mi,mi_idx,mk,n,t,:29023.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,mk,:88238.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,n,:3041.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,t,:7247.000000
cc,cct1,cct2,ci,it1,k,mi,mi_idx,mk,:78.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,mk,n,:629168.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,mk,t,:1499208.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,n,t,:13247.000000
cc,cct1,cct2,ci,it1,k,mi,mk,n,:4980.000000
cc,cct1,cct2,ci,it1,k,mi,mk,t,:11866.000000
cc,cct1,cct2,ci,it1,mi,mk,n,t,:338547.000000
cc,cct1,cct2,ci,it2,k,mi,mi_idx,mk,:34.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,mk,n,:272587.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,mk,t,:649533.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,n,t,:5518.000000
cc,cct1,cct2,ci,k,mi,mi_idx,mk,n,:19308.000000
cc,cct1,cct2,ci,k,mi,mi_idx,mk,t,:46008.000000
cc,cct1,cct2,ci,mi,mi_idx,mk,n,t,:1421011.000000
cc,cct1,cct2,ci,k,mi,mk,n,t,:10493.000000
cc,cct1,cct2,ci,it2,k,mi_idx,mk,n,:3703.000000
cc,cct1,cct2,ci,it2,k,mi_idx,mk,t,:8824.000000
cc,cct1,cct2,ci,it2,mi_idx,mk,n,t,:332648.000000
cc,cct1,cct2,ci,k,mi_idx,mk,n,t,:17610.000000
cc,cct1,cct2,it1,it2,k,mi,mi_idx,mk,:34.000000
cc,cct1,cct2,it1,it2,mi,mi_idx,mk,t,:643428.000000
cc,cct1,cct2,it1,k,mi,mi_idx,mk,t,:44526.000000
cc,cct1,cct2,it2,k,mi,mi_idx,mk,t,:18344.000000
cc,cct1,ci,it1,it2,k,mi,mi_idx,mk,:45.000000
cc,cct1,ci,it1,it2,mi,mi_idx,mk,n,:362588.000000
cc,cct1,ci,it1,it2,mi,mi_idx,mk,t,:863990.000000
cc,cct1,ci,it1,it2,mi,mi_idx,n,t,:9077.000000
cc,cct1,ci,it1,k,mi,mi_idx,mk,n,:27664.000000
cc,cct1,ci,it1,k,mi,mi_idx,mk,t,:65920.000000
cc,cct1,ci,it1,mi,mi_idx,mk,n,t,:1739179.000000
cc,cct1,ci,it1,k,mi,mk,n,t,:14156.000000
cc,cct1,ci,it2,k,mi,mi_idx,mk,n,:10660.000000
cc,cct1,ci,it2,k,mi,mi_idx,mk,t,:25401.000000
cc,cct1,ci,it2,mi,mi_idx,mk,n,t,:703719.000000
cc,cct1,ci,k,mi,mi_idx,mk,n,t,:51256.000000
cc,cct1,ci,it2,k,mi_idx,mk,n,t,:10888.000000
cc,cct1,it1,it2,k,mi,mi_idx,mk,t,:27522.000000
cc,cct2,ci,it1,it2,k,mi,mi_idx,mk,:32.000000
cc,cct2,ci,it1,it2,mi,mi_idx,mk,n,:257748.000000
cc,cct2,ci,it1,it2,mi,mi_idx,mk,t,:614172.000000
cc,cct2,ci,it1,it2,mi,mi_idx,n,t,:5349.000000
cc,cct2,ci,it1,k,mi,mi_idx,mk,n,:18403.000000
cc,cct2,ci,it1,k,mi,mi_idx,mk,t,:43851.000000
cc,cct2,ci,it1,mi,mi_idx,mk,n,t,:1286121.000000
cc,cct2,ci,it1,k,mi,mk,n,t,:9735.000000
cc,cct2,ci,it2,k,mi,mi_idx,mk,n,:7862.000000
cc,cct2,ci,it2,k,mi,mi_idx,mk,t,:18734.000000
cc,cct2,ci,it2,mi,mi_idx,mk,n,t,:589110.000000
cc,cct2,ci,k,mi,mi_idx,mk,n,t,:40509.000000
cc,cct2,ci,it2,k,mi_idx,mk,n,t,:7165.000000
cc,cct2,it1,it2,k,mi,mi_idx,mk,t,:18543.000000
cc,ci,it1,it2,k,mi,mi_idx,mk,n,:12205.000000
cc,ci,it1,it2,k,mi,mi_idx,mk,t,:29083.000000
cc,ci,it1,it2,mi,mi_idx,mk,n,t,:771899.000000
cc,ci,it1,k,mi,mi_idx,mk,n,t,:57220.000000
cc,ci,it2,k,mi,mi_idx,mk,n,t,:22978.000000
ci,it1,it2,k,mi,mi_idx,mk,n,t,:26153.000000
cc,cct1,cct2,ci,it1,it2,k,mi,mi_idx,mk,:26.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,mk,n,:207066.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,mk,t,:493406.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,n,t,:4385.000000
cc,cct1,cct2,ci,it1,k,mi,mi_idx,mk,n,:15081.000000
cc,cct1,cct2,ci,it1,k,mi,mi_idx,mk,t,:35935.000000
cc,cct1,cct2,ci,it1,mi,mi_idx,mk,n,t,:1032869.000000
cc,cct1,cct2,ci,it1,k,mi,mk,n,t,:8024.000000
cc,cct1,cct2,ci,it2,k,mi,mi_idx,mk,n,:6333.000000
cc,cct1,cct2,ci,it2,k,mi,mi_idx,mk,t,:15091.000000
cc,cct1,cct2,ci,it2,mi,mi_idx,mk,n,t,:461028.000000
cc,cct1,cct2,ci,k,mi,mi_idx,mk,n,t,:32158.000000
cc,cct1,cct2,ci,it2,k,mi_idx,mk,n,t,:5777.000000
cc,cct1,cct2,it1,it2,k,mi,mi_idx,mk,t,:14655.000000
cc,cct1,ci,it1,it2,k,mi,mi_idx,mk,n,:9161.000000
cc,cct1,ci,it1,it2,k,mi,mi_idx,mk,t,:21829.000000
cc,cct1,ci,it1,it2,mi,mi_idx,mk,n,t,:572018.000000
cc,cct1,ci,it1,k,mi,mi_idx,mk,n,t,:42761.000000
cc,cct1,ci,it2,k,mi,mi_idx,mk,n,t,:16835.000000
cc,cct2,ci,it1,it2,k,mi,mi_idx,mk,n,:6047.000000
cc,cct2,ci,it1,it2,k,mi,mi_idx,mk,t,:14409.000000
cc,cct2,ci,it1,it2,mi,mi_idx,mk,n,t,:418694.000000
cc,cct2,ci,it1,k,mi,mi_idx,mk,n,t,:29777.000000
cc,cct2,ci,it2,k,mi,mi_idx,mk,n,t,:13097.000000
cc,ci,it1,it2,k,mi,mi_idx,mk,n,t,:18841.000000
cc,cct1,cct2,ci,it1,it2,k,mi,mi_idx,mk,n,:4979.000000
cc,cct1,cct2,ci,it1,it2,k,mi,mi_idx,mk,t,:11863.000000
cc,cct1,cct2,ci,it1,it2,mi,mi_idx,mk,n,t,:338545.000000
cc,cct1,cct2,ci,it1,k,mi,mi_idx,mk,n,t,:24392.000000
cc,cct1,cct2,ci,it2,k,mi,mi_idx,mk,n,t,:10493.000000
cc,cct1,ci,it1,it2,k,mi,mi_idx,mk,n,t,:14123.000000
cc,cct2,ci,it1,it2,k,mi,mi_idx,mk,n,t,:9735.000000
cc,cct1,cct2,ci,it1,it2,k,mi,mi_idx,mk,n,t,:8024.000000
